"date","time","customer","customer true identity","customer address","customer telephone","customer email","customer date_of_birth","item","item price","item weight","item department","item supplier","branch","branch address","branch telephone","branch email","branch manager"
"26 November","17:46","The Amazing Cockroach Man","Frank","Underground Kitchen D4 201","114-1519-4476","cm@gmail.com","2004-01-01","Toilet Paper","$ 0.99","2.5 g","Toilet Treats","Toilet-Hero","Online Taobao","Virtual World","167-7584-3211","taobao@online.com","Ms.Sandy"
"27 November","13:06","The Amazing Cockroach Man","Frank","Underground Kitchen D4 201","114-1519-4476","cm@gmail.com","2004-01-01","Energy Bars","$ 2.00","0.01 kg","Food","Sodexo","Online Taobao","Virtual World","167-7584-3211","taobao@online.com","Ms.Sandy"
"27 November","14:58","Blunder Woman","Franklin","Crazy Land","173-1023-0073","blunder@gmail.com","2005-01-21","Criminal Justice Monthly","$ 1.00","0.001 kg","Criminal","IKEA","Online Taobao","Virtual World","167-7584-3211","taobao@online.com","Ms.Sandy"
"27 November","17:14","Copper Man","Charles","Mineral Avenue","150-7891-7871","copperman@who.com","2004-11-15","Cryptonite","$ 90,000.00","10 kg","Weaponry","Luther Limited","Gotham City","Earth No.2 Next to BWYA","114-5141-9198","bat@paet.com","Mr. Ambler"
"27 November","20:58","Splash","Rain","Atom Park Building 7 Room203","175-3871-1292","splash@who.com","2021-05-13","Ray Gun Ammo","$ 1,800,000,000,000.00","1,000,000 kg","Military","BWYA","Gotham City","Earth No.2 Next to BWYA","114-5141-9198","bat@paet.com","Mr. Ambler"
"27 November","15:14","The Incredible Sulk","Antao","Beijing Superbathroom","186-1072-7130","1801107002@wya.top","2022-10-26","Plaster of Paris Arm Cast","$ 12.90","3 kg","Health","J & J Health","Moon Base","Moontartica","139-1670-2342","gTienc_morn@moon.edu","Mr. K"
"27 November","13:16","Copper Man","Charles","Mineral Avenue","150-7891-7871","copperman@who.com","2004-11-15","Cryptonite","$ 90,000.00","10 kg","Weaponry","Luther Limited","Atlantis","Pacific Ocean, Area B, Level 3, Room 41","100-4444-3333","atlantis@gmail.com","Mr. Haysom"
"28 November","15:20","Blunder Woman","Franklin","Crazy Land","173-1023-0073","blunder@gmail.com","2005-01-21","Ray Gun Ammo","$ 1,800,000,000,000.00","1,000,000 kg","Military","BWYA","Parallel Universe","Universe of Parallel Office, Room 8","000-0000-0000","111111@wya.top","Mr. Hugo"
"28 November","12:27","Splash","Rain","Atom Park Building 7 Room203","175-3871-1292","splash@who.com","2021-05-13","Cryptonite","$ 90,000.00","10 kg","Weaponry","Luther Limited","North Pole","1 North Pole Avenue","170-1919-9191","Horthpale@maile.com","Ms. Chen"
"29 November","11:34","Blunder Woman","Franklin","Crazy Land","173-1023-0073","blunder@gmail.com","2005-01-21","Ray Gun Ammo","$ 1,800,000,000,000.00","1,000,000 kg","Military","BWYA","Parallel Universe","Universe of Parallel Office, Room 8","000-0000-0000","111111@wya.top","Mr. Hugo"
"29 November","08:41","Soup Man","Mr. Ambler","BWYA","156-0006-6720","Ambler@gmail.com","2022-01-22","Cape & Underpants Combination","$ 25.00","0.2 kg","Clothing","Franklin United","Gotham City","Earth No.2 Next to BWYA","114-5141-9198","bat@paet.com","Mr. Ambler"
"29 November","13:46","The Incredible Sulk","Antao","Beijing Superbathroom","186-1072-7130","1801107002@wya.top","2022-10-26","Toilet Paper","$ 0.99","2.5 g","Toilet Treats","Toilet-Hero","North Pole","1 North Pole Avenue","170-1919-9191","Horthpale@maile.com","Ms. Chen"
"29 November","17:28","Captain Inner Mongolia","Cris","Mongolia Center 101, Building M9","170-4351-2677","mongolia@gmail.com","2005-04-08","Toilet Paper","$ 0.99","2.5 g","Toilet Treats","Toilet-Hero","North Pole","1 North Pole Avenue","170-1919-9191","Horthpale@maile.com","Ms. Chen"
"29 November","14:54","The Amazing Cockroach Man","Frank","Underground Kitchen D4 201","114-1519-4476","cm@gmail.com","2004-01-01","Tin Foil Hat","$ 50.00","0.001 kg","Accessories","Metal Inc","Online Taobao","Virtual World","167-7584-3211","taobao@online.com","Ms.Sandy"
"29 November","15:36","Captain Inner Mongolia","Cris","Mongolia Center 101, Building M9","170-4351-2677","mongolia@gmail.com","2005-04-08","Cape & Underpants Combination","$ 25.00","0.2 kg","Clothing","Franklin United","Parallel Universe","Universe of Parallel Office, Room 8","000-0000-0000","111111@wya.top","Mr. Hugo"
"30 November","15:05","The Amazing Cockroach Man","Frank","Underground Kitchen D4 201","114-1519-4476","cm@gmail.com","2004-01-01","Plaster of Paris Arm Cast","$ 12.90","3 kg","Health","J & J Health","Moon Base","Moontartica","139-1670-2342","gTienc_morn@moon.edu","Mr. K"
"30 November","10:47","The Incredible Sulk","Antao","Beijing Superbathroom","186-1072-7130","1801107002@wya.top","2022-10-26","Cape & Underpants Combination","$ 25.00","0.2 kg","Clothing","Franklin United","Antarctica","Earth No.1","173-1023-0073","ice@gmail.com","Ms. Sophie"
"30 November","15:17","Copper Man","Charles","Mineral Avenue","150-7891-7871","copperman@who.com","2004-11-15","Criminal Justice Monthly","$ 1.00","0.001 kg","Criminal","IKEA","Wang Fujing","Beijing City, Wang Fujing Road, Room 101","312-4116-7214","WF@gamil.com","Ms. Guan"
"30 November","16:48","Soup Man","Mr. Ambler","BWYA","156-0006-6720","Ambler@gmail.com","2022-01-22","Ray Gun Ammo","$ 1,800,000,000,000.00","1,000,000 kg","Military","BWYA","Gotham City","Earth No.2 Next to BWYA","114-5141-9198","bat@paet.com","Mr. Ambler"
"30 November","16:36","The Incredible Sulk","Antao","Beijing Superbathroom","186-1072-7130","1801107002@wya.top","2022-10-26","Tin Foil Hat","$ 50.00","0.001 kg","Accessories","Metal Inc","Wang Fujing","Beijing City, Wang Fujing Road, Room 101","312-4116-7214","WF@gamil.com","Ms. Guan"
"30 November","14:38","Batty Girl","Eric","Wanderful Land, Utopia","157-1125-6522","ericshayilin@gmail.com","2005-02-16","Criminal Justice Monthly","$ 1.00","0.001 kg","Criminal","IKEA","North Pole","1 North Pole Avenue","170-1919-9191","Horthpale@maile.com","Ms. Chen"
"1 November","14:39","Captain Inner Mongolia","Cris","Mongolia Center 101, Building M9","170-4351-2677","mongolia@gmail.com","2005-04-08","Ray Gun Ammo","$ 1,800,000,000,000.00","1,000,000 kg","Military","BWYA","Gotham City","Earth No.2 Next to BWYA","114-5141-9198","bat@paet.com","Mr. Ambler"
"1 November","13:47","The Incredible Sulk","Antao","Beijing Superbathroom","186-1072-7130","1801107002@wya.top","2022-10-26","Ray Gun Ammo","$ 1,800,000,000,000.00","1,000,000 kg","Military","BWYA","North Pole","1 North Pole Avenue","170-1919-9191","Horthpale@maile.com","Ms. Chen"
"2 November","09:00","The Incredible Sulk","Antao","Beijing Superbathroom","186-1072-7130","1801107002@wya.top","2022-10-26","Ray Gun Ammo","$ 1,800,000,000,000.00","1,000,000 kg","Military","BWYA","North Pole","1 North Pole Avenue","170-1919-9191","Horthpale@maile.com","Ms. Chen"
"2 November","10:03","Captain Inner Mongolia","Cris","Mongolia Center 101, Building M9","170-4351-2677","mongolia@gmail.com","2005-04-08","Energy Bars","$ 2.00","0.01 kg","Food","Sodexo","Wang Fujing","Beijing City, Wang Fujing Road, Room 101","312-4116-7214","WF@gamil.com","Ms. Guan"
"3 November","12:20","The Incredible Sulk","Antao","Beijing Superbathroom","186-1072-7130","1801107002@wya.top","2022-10-26","Cryptonite","$ 90,000.00","10 kg","Weaponry","Luther Limited","North Pole","1 North Pole Avenue","170-1919-9191","Horthpale@maile.com","Ms. Chen"
"3 November","12:39","Copper Man","Charles","Mineral Avenue","150-7891-7871","copperman@who.com","2004-11-15","Cryptonite","$ 90,000.00","10 kg","Weaponry","Luther Limited","Antarctica","Earth No.1","173-1023-0073","ice@gmail.com","Ms. Sophie"
"3 November","13:19","Captain Inner Mongolia","Cris","Mongolia Center 101, Building M9","170-4351-2677","mongolia@gmail.com","2005-04-08","Toilet Paper","$ 0.99","2.5 g","Toilet Treats","Toilet-Hero","Antarctica","Earth No.1","173-1023-0073","ice@gmail.com","Ms. Sophie"
"3 November","11:11","Copper Man","Charles","Mineral Avenue","150-7891-7871","copperman@who.com","2004-11-15","Cape & Underpants Combination","$ 25.00","0.2 kg","Clothing","Franklin United","Atlantis","Pacific Ocean, Area B, Level 3, Room 41","100-4444-3333","atlantis@gmail.com","Mr. Haysom"
"3 November","15:43","Blunder Woman","Franklin","Crazy Land","173-1023-0073","blunder@gmail.com","2005-01-21","Cryptonite","$ 90,000.00","10 kg","Weaponry","Luther Limited","Antarctica","Earth No.1","173-1023-0073","ice@gmail.com","Ms. Sophie"
"3 November","16:45","Splash","Rain","Atom Park Building 7 Room203","175-3871-1292","splash@who.com","2021-05-13","Cryptonite","$ 90,000.00","10 kg","Weaponry","Luther Limited","Moon Base","Moontartica","139-1670-2342","gTienc_morn@moon.edu","Mr. K"
"3 November","12:07","Copper Man","Charles","Mineral Avenue","150-7891-7871","copperman@who.com","2004-11-15","Energy Bars","$ 2.00","0.01 kg","Food","Sodexo","Moon Base","Moontartica","139-1670-2342","gTienc_morn@moon.edu","Mr. K"
"3 November","15:21","The Amazing Cockroach Man","Frank","Underground Kitchen D4 201","114-1519-4476","cm@gmail.com","2004-01-01","Tin Foil Hat","$ 50.00","0.001 kg","Accessories","Metal Inc","Moon Base","Moontartica","139-1670-2342","gTienc_morn@moon.edu","Mr. K"
"4 November","11:17","Blunder Woman","Franklin","Crazy Land","173-1023-0073","blunder@gmail.com","2005-01-21","Energy Bars","$ 2.00","0.01 kg","Food","Sodexo","Moon Base","Moontartica","139-1670-2342","gTienc_morn@moon.edu","Mr. K"
"5 November","16:38","Blunder Woman","Franklin","Crazy Land","173-1023-0073","blunder@gmail.com","2005-01-21","Energy Bars","$ 2.00","0.01 kg","Food","Sodexo","Atlantis","Pacific Ocean, Area B, Level 3, Room 41","100-4444-3333","atlantis@gmail.com","Mr. Haysom"
"5 November","14:31","Splash","Rain","Atom Park Building 7 Room203","175-3871-1292","splash@who.com","2021-05-13","Cryptonite","$ 90,000.00","10 kg","Weaponry","Luther Limited","Moon Base","Moontartica","139-1670-2342","gTienc_morn@moon.edu","Mr. K"
"5 November","16:18","The Amazing Cockroach Man","Frank","Underground Kitchen D4 201","114-1519-4476","cm@gmail.com","2004-01-01","Toilet Paper","$ 0.99","2.5 g","Toilet Treats","Toilet-Hero","Wang Fujing","Beijing City, Wang Fujing Road, Room 101","312-4116-7214","WF@gamil.com","Ms. Guan"
"5 November","12:19","Batty Girl","Eric","Wanderful Land, Utopia","157-1125-6522","ericshayilin@gmail.com","2005-02-16","Cryptonite","$ 90,000.00","10 kg","Weaponry","Luther Limited","Atlantis","Pacific Ocean, Area B, Level 3, Room 41","100-4444-3333","atlantis@gmail.com","Mr. Haysom"
"5 November","15:42","Soup Man","Mr. Ambler","BWYA","156-0006-6720","Ambler@gmail.com","2022-01-22","Cape & Underpants Combination","$ 25.00","0.2 kg","Clothing","Franklin United","Parallel Universe","Universe of Parallel Office, Room 8","000-0000-0000","111111@wya.top","Mr. Hugo"
"5 November","08:58","Soup Man","Mr. Ambler","BWYA","156-0006-6720","Ambler@gmail.com","2022-01-22","Plaster of Paris Arm Cast","$ 12.90","3 kg","Health","J & J Health","Antarctica","Earth No.1","173-1023-0073","ice@gmail.com","Ms. Sophie"
"5 November","08:27","The Amazing Cockroach Man","Frank","Underground Kitchen D4 201","114-1519-4476","cm@gmail.com","2004-01-01","Criminal Justice Monthly","$ 1.00","0.001 kg","Criminal","IKEA","Antarctica","Earth No.1","173-1023-0073","ice@gmail.com","Ms. Sophie"
"6 November","14:15","Copper Man","Charles","Mineral Avenue","150-7891-7871","copperman@who.com","2004-11-15","Criminal Justice Monthly","$ 1.00","0.001 kg","Criminal","IKEA","Gotham City","Earth No.2 Next to BWYA","114-5141-9198","bat@paet.com","Mr. Ambler"
"6 November","13:45","Splash","Rain","Atom Park Building 7 Room203","175-3871-1292","splash@who.com","2021-05-13","Toilet Paper","$ 0.99","2.5 g","Toilet Treats","Toilet-Hero","North Pole","1 North Pole Avenue","170-1919-9191","Horthpale@maile.com","Ms. Chen"
"6 November","09:49","Batty Girl","Eric","Wanderful Land, Utopia","157-1125-6522","ericshayilin@gmail.com","2005-02-16","Toilet Paper","$ 0.99","2.5 g","Toilet Treats","Toilet-Hero","Atlantis","Pacific Ocean, Area B, Level 3, Room 41","100-4444-3333","atlantis@gmail.com","Mr. Haysom"
"6 November","08:16","Blunder Woman","Franklin","Crazy Land","173-1023-0073","blunder@gmail.com","2005-01-21","Tin Foil Hat","$ 50.00","0.001 kg","Accessories","Metal Inc","Wang Fujing","Beijing City, Wang Fujing Road, Room 101","312-4116-7214","WF@gamil.com","Ms. Guan"
"6 November","13:46","Batty Girl","Eric","Wanderful Land, Utopia","157-1125-6522","ericshayilin@gmail.com","2005-02-16","Cape & Underpants Combination","$ 25.00","0.2 kg","Clothing","Franklin United","Antarctica","Earth No.1","173-1023-0073","ice@gmail.com","Ms. Sophie"
"6 November","18:38","The Amazing Cockroach Man","Frank","Underground Kitchen D4 201","114-1519-4476","cm@gmail.com","2004-01-01","Cryptonite","$ 90,000.00","10 kg","Weaponry","Luther Limited","Antarctica","Earth No.1","173-1023-0073","ice@gmail.com","Ms. Sophie"
"6 November","16:47","Batty Girl","Eric","Wanderful Land, Utopia","157-1125-6522","ericshayilin@gmail.com","2005-02-16","Tin Foil Hat","$ 50.00","0.001 kg","Accessories","Metal Inc","Antarctica","Earth No.1","173-1023-0073","ice@gmail.com","Ms. Sophie"
"7 November","19:34","The Amazing Cockroach Man","Frank","Underground Kitchen D4 201","114-1519-4476","cm@gmail.com","2004-01-01","Tin Foil Hat","$ 50.00","0.001 kg","Accessories","Metal Inc","Parallel Universe","Universe of Parallel Office, Room 8","000-0000-0000","111111@wya.top","Mr. Hugo"
"7 November","17:07","Captain Inner Mongolia","Cris","Mongolia Center 101, Building M9","170-4351-2677","mongolia@gmail.com","2005-04-08","Toilet Paper","$ 0.99","2.5 g","Toilet Treats","Toilet-Hero","Atlantis","Pacific Ocean, Area B, Level 3, Room 41","100-4444-3333","atlantis@gmail.com","Mr. Haysom"
"7 November","17:51","Splash","Rain","Atom Park Building 7 Room203","175-3871-1292","splash@who.com","2021-05-13","Ray Gun Ammo","$ 1,800,000,000,000.00","1,000,000 kg","Military","BWYA","Antarctica","Earth No.1","173-1023-0073","ice@gmail.com","Ms. Sophie"
"7 November","16:29","Soup Man","Mr. Ambler","BWYA","156-0006-6720","Ambler@gmail.com","2022-01-22","Plaster of Paris Arm Cast","$ 12.90","3 kg","Health","J & J Health","Online Taobao","Virtual World","167-7584-3211","taobao@online.com","Ms.Sandy"
"8 November","11:15","Blunder Woman","Franklin","Crazy Land","173-1023-0073","blunder@gmail.com","2005-01-21","Toilet Paper","$ 0.99","2.5 g","Toilet Treats","Toilet-Hero","Antarctica","Earth No.1","173-1023-0073","ice@gmail.com","Ms. Sophie"
"8 November","10:37","The Incredible Sulk","Antao","Beijing Superbathroom","186-1072-7130","1801107002@wya.top","2022-10-26","Tin Foil Hat","$ 50.00","0.001 kg","Accessories","Metal Inc","Online Taobao","Virtual World","167-7584-3211","taobao@online.com","Ms.Sandy"
"8 November","15:30","The Amazing Cockroach Man","Frank","Underground Kitchen D4 201","114-1519-4476","cm@gmail.com","2004-01-01","Criminal Justice Monthly","$ 1.00","0.001 kg","Criminal","IKEA","Parallel Universe","Universe of Parallel Office, Room 8","000-0000-0000","111111@wya.top","Mr. Hugo"
"8 November","19:10","Batty Girl","Eric","Wanderful Land, Utopia","157-1125-6522","ericshayilin@gmail.com","2005-02-16","Cryptonite","$ 90,000.00","10 kg","Weaponry","Luther Limited","Atlantis","Pacific Ocean, Area B, Level 3, Room 41","100-4444-3333","atlantis@gmail.com","Mr. Haysom"
"9 November","17:09","The Incredible Sulk","Antao","Beijing Superbathroom","186-1072-7130","1801107002@wya.top","2022-10-26","Ray Gun Ammo","$ 1,800,000,000,000.00","1,000,000 kg","Military","BWYA","Antarctica","Earth No.1","173-1023-0073","ice@gmail.com","Ms. Sophie"
"9 November","10:16","Batty Girl","Eric","Wanderful Land, Utopia","157-1125-6522","ericshayilin@gmail.com","2005-02-16","Cape & Underpants Combination","$ 25.00","0.2 kg","Clothing","Franklin United","Parallel Universe","Universe of Parallel Office, Room 8","000-0000-0000","111111@wya.top","Mr. Hugo"
"9 November","20:37","Soup Man","Mr. Ambler","BWYA","156-0006-6720","Ambler@gmail.com","2022-01-22","Cryptonite","$ 90,000.00","10 kg","Weaponry","Luther Limited","Wang Fujing","Beijing City, Wang Fujing Road, Room 101","312-4116-7214","WF@gamil.com","Ms. Guan"
"10 November","08:27","The Incredible Sulk","Antao","Beijing Superbathroom","186-1072-7130","1801107002@wya.top","2022-10-26","Tin Foil Hat","$ 50.00","0.001 kg","Accessories","Metal Inc","Wang Fujing","Beijing City, Wang Fujing Road, Room 101","312-4116-7214","WF@gamil.com","Ms. Guan"
"10 November","12:49","Soup Man","Mr. Ambler","BWYA","156-0006-6720","Ambler@gmail.com","2022-01-22","Ray Gun Ammo","$ 1,800,000,000,000.00","1,000,000 kg","Military","BWYA","Antarctica","Earth No.1","173-1023-0073","ice@gmail.com","Ms. Sophie"
"10 November","09:48","The Amazing Cockroach Man","Frank","Underground Kitchen D4 201","114-1519-4476","cm@gmail.com","2004-01-01","Ray Gun Ammo","$ 1,800,000,000,000.00","1,000,000 kg","Military","BWYA","Online Taobao","Virtual World","167-7584-3211","taobao@online.com","Ms.Sandy"
"10 November","15:27","The Amazing Cockroach Man","Frank","Underground Kitchen D4 201","114-1519-4476","cm@gmail.com","2004-01-01","Cape & Underpants Combination","$ 25.00","0.2 kg","Clothing","Franklin United","Online Taobao","Virtual World","167-7584-3211","taobao@online.com","Ms.Sandy"
"10 November","14:39","Batty Girl","Eric","Wanderful Land, Utopia","157-1125-6522","ericshayilin@gmail.com","2005-02-16","Criminal Justice Monthly","$ 1.00","0.001 kg","Criminal","IKEA","Parallel Universe","Universe of Parallel Office, Room 8","000-0000-0000","111111@wya.top","Mr. Hugo"
"10 November","16:17","Splash","Rain","Atom Park Building 7 Room203","175-3871-1292","splash@who.com","2021-05-13","Criminal Justice Monthly","$ 1.00","0.001 kg","Criminal","IKEA","Moon Base","Moontartica","139-1670-2342","gTienc_morn@moon.edu","Mr. K"
"10 November","17:23","Soup Man","Mr. Ambler","BWYA","156-0006-6720","Ambler@gmail.com","2022-01-22","Ray Gun Ammo","$ 1,800,000,000,000.00","1,000,000 kg","Military","BWYA","Antarctica","Earth No.1","173-1023-0073","ice@gmail.com","Ms. Sophie"
"10 November","08:59","Batty Girl","Eric","Wanderful Land, Utopia","157-1125-6522","ericshayilin@gmail.com","2005-02-16","Tin Foil Hat","$ 50.00","0.001 kg","Accessories","Metal Inc","Parallel Universe","Universe of Parallel Office, Room 8","000-0000-0000","111111@wya.top","Mr. Hugo"
"11 November","18:36","Copper Man","Charles","Mineral Avenue","150-7891-7871","copperman@who.com","2004-11-15","Cryptonite","$ 90,000.00","10 kg","Weaponry","Luther Limited","Parallel Universe","Universe of Parallel Office, Room 8","000-0000-0000","111111@wya.top","Mr. Hugo"
"12 November","14:36","Blunder Woman","Franklin","Crazy Land","173-1023-0073","blunder@gmail.com","2005-01-21","Cryptonite","$ 90,000.00","10 kg","Weaponry","Luther Limited","Parallel Universe","Universe of Parallel Office, Room 8","000-0000-0000","111111@wya.top","Mr. Hugo"
"13 November","14:16","Blunder Woman","Franklin","Crazy Land","173-1023-0073","blunder@gmail.com","2005-01-21","Tin Foil Hat","$ 50.00","0.001 kg","Accessories","Metal Inc","Gotham City","Earth No.2 Next to BWYA","114-5141-9198","bat@paet.com","Mr. Ambler"
"13 November","18:49","Batty Girl","Eric","Wanderful Land, Utopia","157-1125-6522","ericshayilin@gmail.com","2005-02-16","Ray Gun Ammo","$ 1,800,000,000,000.00","1,000,000 kg","Military","BWYA","Atlantis","Pacific Ocean, Area B, Level 3, Room 41","100-4444-3333","atlantis@gmail.com","Mr. Haysom"
"13 November","16:43","Blunder Woman","Franklin","Crazy Land","173-1023-0073","blunder@gmail.com","2005-01-21","Toilet Paper","$ 0.99","2.5 g","Toilet Treats","Toilet-Hero","Antarctica","Earth No.1","173-1023-0073","ice@gmail.com","Ms. Sophie"
"13 November","14:02","Blunder Woman","Franklin","Crazy Land","173-1023-0073","blunder@gmail.com","2005-01-21","Ray Gun Ammo","$ 1,800,000,000,000.00","1,000,000 kg","Military","BWYA","Parallel Universe","Universe of Parallel Office, Room 8","000-0000-0000","111111@wya.top","Mr. Hugo"
"13 November","15:47","Batty Girl","Eric","Wanderful Land, Utopia","157-1125-6522","ericshayilin@gmail.com","2005-02-16","Energy Bars","$ 2.00","0.01 kg","Food","Sodexo","Gotham City","Earth No.2 Next to BWYA","114-5141-9198","bat@paet.com","Mr. Ambler"
"13 November","14:19","Batty Girl","Eric","Wanderful Land, Utopia","157-1125-6522","ericshayilin@gmail.com","2005-02-16","Criminal Justice Monthly","$ 1.00","0.001 kg","Criminal","IKEA","Gotham City","Earth No.2 Next to BWYA","114-5141-9198","bat@paet.com","Mr. Ambler"
"13 November","18:34","Blunder Woman","Franklin","Crazy Land","173-1023-0073","blunder@gmail.com","2005-01-21","Energy Bars","$ 2.00","0.01 kg","Food","Sodexo","Antarctica","Earth No.1","173-1023-0073","ice@gmail.com","Ms. Sophie"
"13 November","11:38","Blunder Woman","Franklin","Crazy Land","173-1023-0073","blunder@gmail.com","2005-01-21","Criminal Justice Monthly","$ 1.00","0.001 kg","Criminal","IKEA","Moon Base","Moontartica","139-1670-2342","gTienc_morn@moon.edu","Mr. K"
"14 November","10:09","Soup Man","Mr. Ambler","BWYA","156-0006-6720","Ambler@gmail.com","2022-01-22","Plaster of Paris Arm Cast","$ 12.90","3 kg","Health","J & J Health","Parallel Universe","Universe of Parallel Office, Room 8","000-0000-0000","111111@wya.top","Mr. Hugo"
"14 November","14:21","Soup Man","Mr. Ambler","BWYA","156-0006-6720","Ambler@gmail.com","2022-01-22","Ray Gun Ammo","$ 1,800,000,000,000.00","1,000,000 kg","Military","BWYA","North Pole","1 North Pole Avenue","170-1919-9191","Horthpale@maile.com","Ms. Chen"
"14 November","17:48","Captain Inner Mongolia","Cris","Mongolia Center 101, Building M9","170-4351-2677","mongolia@gmail.com","2005-04-08","Tin Foil Hat","$ 50.00","0.001 kg","Accessories","Metal Inc","Parallel Universe","Universe of Parallel Office, Room 8","000-0000-0000","111111@wya.top","Mr. Hugo"
"15 November","14:57","Captain Inner Mongolia","Cris","Mongolia Center 101, Building M9","170-4351-2677","mongolia@gmail.com","2005-04-08","Toilet Paper","$ 0.99","2.5 g","Toilet Treats","Toilet-Hero","Wang Fujing","Beijing City, Wang Fujing Road, Room 101","312-4116-7214","WF@gamil.com","Ms. Guan"
"15 November","23:40","Copper Man","Charles","Mineral Avenue","150-7891-7871","copperman@who.com","2004-11-15","Toilet Paper","$ 0.99","2.5 g","Toilet Treats","Toilet-Hero","Parallel Universe","Universe of Parallel Office, Room 8","000-0000-0000","111111@wya.top","Mr. Hugo"
"15 November","21:45","Copper Man","Charles","Mineral Avenue","150-7891-7871","copperman@who.com","2004-11-15","Energy Bars","$ 2.00","0.01 kg","Food","Sodexo","Moon Base","Moontartica","139-1670-2342","gTienc_morn@moon.edu","Mr. K"
"16 November","19:17","Batty Girl","Eric","Wanderful Land, Utopia","157-1125-6522","ericshayilin@gmail.com","2005-02-16","Toilet Paper","$ 0.99","2.5 g","Toilet Treats","Toilet-Hero","North Pole","1 North Pole Avenue","170-1919-9191","Horthpale@maile.com","Ms. Chen"
"16 November","14:08","The Amazing Cockroach Man","Frank","Underground Kitchen D4 201","114-1519-4476","cm@gmail.com","2004-01-01","Criminal Justice Monthly","$ 1.00","0.001 kg","Criminal","IKEA","Online Taobao","Virtual World","167-7584-3211","taobao@online.com","Ms.Sandy"
"16 November","16:01","Captain Inner Mongolia","Cris","Mongolia Center 101, Building M9","170-4351-2677","mongolia@gmail.com","2005-04-08","Cryptonite","$ 90,000.00","10 kg","Weaponry","Luther Limited","Parallel Universe","Universe of Parallel Office, Room 8","000-0000-0000","111111@wya.top","Mr. Hugo"
"16 November","17:36","Captain Inner Mongolia","Cris","Mongolia Center 101, Building M9","170-4351-2677","mongolia@gmail.com","2005-04-08","Plaster of Paris Arm Cast","$ 12.90","3 kg","Health","J & J Health","Wang Fujing","Beijing City, Wang Fujing Road, Room 101","312-4116-7214","WF@gamil.com","Ms. Guan"
"16 November","13:19","Captain Inner Mongolia","Cris","Mongolia Center 101, Building M9","170-4351-2677","mongolia@gmail.com","2005-04-08","Toilet Paper","$ 0.99","2.5 g","Toilet Treats","Toilet-Hero","North Pole","1 North Pole Avenue","170-1919-9191","Horthpale@maile.com","Ms. Chen"
"17 November","13:26","Blunder Woman","Franklin","Crazy Land","173-1023-0073","blunder@gmail.com","2005-01-21","Energy Bars","$ 2.00","0.01 kg","Food","Sodexo","Online Taobao","Virtual World","167-7584-3211","taobao@online.com","Ms.Sandy"
"18 November","15:30","The Incredible Sulk","Antao","Beijing Superbathroom","186-1072-7130","1801107002@wya.top","2022-10-26","Cape & Underpants Combination","$ 25.00","0.2 kg","Clothing","Franklin United","North Pole","1 North Pole Avenue","170-1919-9191","Horthpale@maile.com","Ms. Chen"
"19 November","13:57","Blunder Woman","Franklin","Crazy Land","173-1023-0073","blunder@gmail.com","2005-01-21","Criminal Justice Monthly","$ 1.00","0.001 kg","Criminal","IKEA","Atlantis","Pacific Ocean, Area B, Level 3, Room 41","100-4444-3333","atlantis@gmail.com","Mr. Haysom"
"19 November","17:32","Batty Girl","Eric","Wanderful Land, Utopia","157-1125-6522","ericshayilin@gmail.com","2005-02-16","Energy Bars","$ 2.00","0.01 kg","Food","Sodexo","North Pole","1 North Pole Avenue","170-1919-9191","Horthpale@maile.com","Ms. Chen"
"19 November","15:38","The Amazing Cockroach Man","Frank","Underground Kitchen D4 201","114-1519-4476","cm@gmail.com","2004-01-01","Ray Gun Ammo","$ 1,800,000,000,000.00","1,000,000 kg","Military","BWYA","Wang Fujing","Beijing City, Wang Fujing Road, Room 101","312-4116-7214","WF@gamil.com","Ms. Guan"
"19 November","16:52","Captain Inner Mongolia","Cris","Mongolia Center 101, Building M9","170-4351-2677","mongolia@gmail.com","2005-04-08","Cape & Underpants Combination","$ 25.00","0.2 kg","Clothing","Franklin United","Parallel Universe","Universe of Parallel Office, Room 8","000-0000-0000","111111@wya.top","Mr. Hugo"
"19 November","12:35","Splash","Rain","Atom Park Building 7 Room203","175-3871-1292","splash@who.com","2021-05-13","Cryptonite","$ 90,000.00","10 kg","Weaponry","Luther Limited","Parallel Universe","Universe of Parallel Office, Room 8","000-0000-0000","111111@wya.top","Mr. Hugo"
"20 November","13:59","The Incredible Sulk","Antao","Beijing Superbathroom","186-1072-7130","1801107002@wya.top","2022-10-26","Cape & Underpants Combination","$ 25.00","0.2 kg","Clothing","Franklin United","Gotham City","Earth No.2 Next to BWYA","114-5141-9198","bat@paet.com","Mr. Ambler"
"20 November","12:27","The Incredible Sulk","Antao","Beijing Superbathroom","186-1072-7130","1801107002@wya.top","2022-10-26","Tin Foil Hat","$ 50.00","0.001 kg","Accessories","Metal Inc","Gotham City","Earth No.2 Next to BWYA","114-5141-9198","bat@paet.com","Mr. Ambler"
"20 November","14:49","Copper Man","Charles","Mineral Avenue","150-7891-7871","copperman@who.com","2004-11-15","Criminal Justice Monthly","$ 1.00","0.001 kg","Criminal","IKEA","Wang Fujing","Beijing City, Wang Fujing Road, Room 101","312-4116-7214","WF@gamil.com","Ms. Guan"
